ControlSection,ControlSectionSeq,BeginLogMile,EndLogMile,SegmentLength,AADT,aadt_class,HighwayClassDescription,HighwayClassCode,HwyClassGroups,RouteNames,Cities,Parishes,DOTDDistricts,MapYear,TotalCrashes
004-04,004-04_010,0,3.697,3.697,14501,med,URBAN 2-LANE,20,20,"[""LA 182""]","[""Rural Iberia"",""New Iberia""]","[""IBERIA""]","[""03""]",2022,88
004-04,004-04_010,3.697,5.919,2.222,10079,med,URBAN 2-LANE,20,20,"[""LA 182""]","[""New Iberia"",""Rural Iberia""]","[""IBERIA""]","[""03""]",2022,142
004-05,004-05_010,0,0.35,0.35,10079,low,URBAN 4-LANE,22,22,"[""LA 182""]","[""New Iberia""]","[""IBERIA""]","[""03""]",2022,29
004-05,004-05_010,0.35,1.935,1.585,10079,med,OTHER URBAN ROADS,43,43,"[""LA 182""]","[""New Iberia""]","[""IBERIA""]","[""03""]",2022,146
004-05,004-05_010,1.935,2.294,0.359,10079,low,URBAN 4-LANE,22,22,"[""LA 182""]","[""New Iberia"",""Rural Iberia""]","[""IBERIA""]","[""03""]",2022,43
004-05,004-05_010,2.294,2.397,0.103,10079,med,URBAN 2-LANE,20,20,"[""LA 182""]","[""Rural Iberia""]","[""IBERIA""]","[""03""]",2022,14
004-05,004-05_010,2.397,11.749,9.352,6242,low,URBAN 2-LANE,20,20,"[""LA 182""]","[""Jeanerette"",""Rural Iberia""]","[""IBERIA""]","[""03""]",2022,141
004-06,004-06_010,0,4.157,4.157,6242,low,URBAN 2-LANE,20,20,"[""LA 182""]","[""Rural St. Mary"",""Jeanerette""]","[""IBERIA"",""ST. MARY""]","[""03""]",2022,33
004-06,004-06_010,4.157,7.67,3.512,6242,med,RURAL 2-LANE,19,19,"[""LA 182""]","[""Baldwin"",""Rural St. Mary""]","[""ST. MARY""]","[""03""]",2022,16
004-06,004-06_010,7.67,11.736,4.066,6242,low,URBAN 2-LANE,20,20,"[""LA 182""]","[""Baldwin"",""Rural St. Mary"",""Franklin""]","[""ST. MARY""]","[""03""]",2022,66
004-06,004-06_010,11.736,13.194,1.458,6242,med,URBAN 2-LANE CONT TURN,37,37,"[""LA 182""]","[""Franklin""]","[""ST. MARY""]","[""03""]",2022,43
004-07,004-07_010,0,0.304,0.304,10148,med,URBAN 2-LANE DIVIDED,27,27,"[""LA 182""]","[""Franklin""]","[""ST. MARY""]","[""03""]",2022,14
004-07,004-07_010,0.304,0.776,0.472,3248,low,URBAN 2-LANE DIVIDED,27,27,"[""LA 182""]","[""Franklin""]","[""ST. MARY""]","[""03""]",2022,15
004-07,004-07_010,0.776,7.563,6.786,6242,low,URBAN 2-LANE,20,20,"[""LA 182""]","[""Rural St. Mary"",""Franklin""]","[""ST. MARY""]","[""03""]",2022,37
004-07,004-07_010,7.563,10.701,3.138,6242,med,RURAL 2-LANE,19,19,"[""LA 182""]","[""Rural St. Mary""]","[""ST. MARY""]","[""03""]",2022,18
004-07,004-07_010,10.701,10.976,0.274,2547,low,RURAL 2-LANE DIVIDED,26,26,"[""LA 182""]","[""Rural St. Mary""]","[""ST. MARY""]","[""03""]",2022,1
004-08,004-08_010,0,0.025,0.025,3248,low,URBAN 1-WAY 1-LANE,2,2,"[""LA 182""]","[""Rural St. Mary""]","[""ST. MARY""]","[""03""]",2022,1
004-08,004-08_010,0.025,13.12,13.095,3248,low,URBAN 2-LANE,20,20,"[""LA 182""]","[""Berwick"",""Patterson"",""Rural St. Mary""]","[""ST. MARY""]","[""03""]",2022,125
004-08,004-08_010,13.12,13.228,0.107,3248,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 182""]","[""Berwick""]","[""ST. MARY""]","[""03""]",2022,5
004-08,004-08_010,13.228,13.251,0.023,12137,low,URBAN 4-LANE FREEWAY,25,25,"[""LA 182""]","[""Berwick""]","[""ST. MARY""]","[""03""]",2022,2
004-08,004-08_010,13.251,13.472,0.221,10148,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 182""]","[""Berwick""]","[""ST. MARY""]","[""03""]",2022,21
004-08,004-08_010,13.472,13.474,0.002,12788,med,URBAN 2-LANE,20,20,"[""LA 182""]","[""Berwick""]","[""ST. MARY""]","[""03""]",2022,2
004-30,004-30_010,0,0.734,0.734,2293,low,URBAN 2-LANE,20,20,"[""GENERAL MOUTON AVE""]","[""Rural Lafayette"",""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,11
004-32,004-32_010,0,0.072,0.072,5484,low,URBAN 2-LANE,20,20,"[""US 90""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,7
004-32,004-32_010,0.072,0.445,0.373,5484,med,URBAN 2-LANE CONT TURN,37,37,"[""US 90""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,20
004-32,004-32_010,0.445,0.99,0.545,5484,low,URBAN 2-LANE,20,20,"[""US 90""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,27
004-32,004-32_010,0.99,1.122,0.132,5484,low,URBAN 4-LANE,22,22,"[""US 90""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,41
004-34,004-34_010,0,0.583,0.582,20978,med,URBAN 4-LANE,22,22,"[""US 90 BUS""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,119
005-01,005-01_010,0,0.765,0.766,12788,med,URBAN 2-LANE,20,20,"[""LA 182""]","[""Berwick"",""Morgan City"",""Rural St. Mary""]","[""ST. MARY""]","[""03""]",2022,32
005-01,005-01_010,0.765,1.076,0.311,12788,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 182""]","[""Morgan City""]","[""ST. MARY""]","[""03""]",2022,19
005-01,005-01_010,1.076,1.171,0.095,12788,low,URBAN 4-LANE,22,22,"[""LA 182""]","[""Morgan City""]","[""ST. MARY""]","[""03""]",2022,17
005-01,005-01_010,1.171,1.381,0.209,13829,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 182""]","[""Morgan City""]","[""ST. MARY""]","[""03""]",2022,9
005-01,005-01_010,1.381,1.456,0.076,12788,low,URBAN 4-LANE DIVIDED,24,24,"[""US 90 BUS""]","[""Morgan City""]","[""ST. MARY""]","[""03""]",2022,3
005-01,005-01_010,1.456,3.553,2.097,12788,low,URBAN 4-LANE CONT TURN,39,39,"[""US 90 BUS""]","[""Morgan City""]","[""ST. MARY""]","[""03""]",2022,79
005-01,005-01_010,3.553,3.9,0.347,12788,low,URBAN 4-LANE,22,22,"[""US 90 BUS""]","[""Rural St. Mary"",""Morgan City""]","[""ST. MARY""]","[""03""]",2022,5
005-01,005-01_010,3.9,8.085,4.185,12788,med,URBAN 2-LANE,20,20,"[""US 90 BUS""]","[""Rural St. Mary""]","[""ST. MARY""]","[""03""]",2022,32
005-02,005-02_010,0,0.776,0.776,3905,low,URBAN 2-LANE,20,20,"[""US 90 BUS""]","[""Rural Assumption"",""Rural St. Mary""]","[""ASSUMPTION"",""ST. MARY""]","[""03"",""61""]",2022,6
005-02,005-02_010,0.776,3.291,2.515,3905,low,RURAL 2-LANE,19,19,"[""LA 182""]","[""Rural Assumption""]","[""ASSUMPTION""]","[""61""]",2022,11
005-03,005-03_010,0,3.406,3.406,3905,low,RURAL 2-LANE,19,19,"[""LA 182""]","[""Rural Terrebonne""]","[""TERREBONNE""]","[""02""]",2022,12
005-03,005-03_010,3.406,3.634,0.227,3690,low,RURAL 2-LANE,19,19,"[""LA 182""]","[""Rural Terrebonne""]","[""TERREBONNE""]","[""02""]",2022,1
005-04,005-04_010,0,15.783,15.783,3687,low,RURAL 2-LANE,19,19,"[""LA 182""]","[""Rural Terrebonne""]","[""TERREBONNE""]","[""02""]",2022,121
005-05,005-05_010,0,2.247,2.247,3687,low,RURAL 2-LANE,19,19,"[""LA 182""]","[""Rural Terrebonne""]","[""TERREBONNE""]","[""02""]",2022,36
005-05,005-05_010,2.247,5.253,3.005,3687,low,URBAN 2-LANE,20,20,"[""LA 182""]","[""Houma"",""Rural Terrebonne""]","[""TERREBONNE""]","[""02""]",2022,65
005-05,005-05_010,5.253,5.72,0.467,3687,low,URBAN 4-LANE,22,22,"[""LA 182""]","[""Houma""]","[""TERREBONNE""]","[""02""]",2022,38
005-05,005-05_010,5.72,6.968,1.248,3687,low,URBAN 2-LANE,20,20,"[""LA 182""]","[""Houma""]","[""TERREBONNE""]","[""02""]",2022,66
005-05,005-05_010,6.968,7.135,0.167,20358,high,URBAN 2-LANE,20,20,"[""LA 24""]","[""Houma""]","[""TERREBONNE""]","[""02""]",2022,36
005-05,005-05_010,7.135,7.195,0.06,9001,low,URBAN 2-LANE DIVIDED,27,27,"[""LA 182""]","[""Houma""]","[""TERREBONNE""]","[""02""]",2022,15
005-05,005-05_010,7.195,7.633,0.438,9001,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 182""]","[""Houma""]","[""TERREBONNE""]","[""02""]",2022,29
005-05,005-05_010,7.633,8.36,0.728,3687,low,URBAN 2-LANE,20,20,"[""LA 182""]","[""Rural Terrebonne"",""Houma""]","[""TERREBONNE""]","[""02""]",2022,25
005-05,005-05_010,8.36,8.39,0.029,9001,low,URBAN 2-LANE,20,20,"[""LA 182""]","[""Rural Terrebonne""]","[""TERREBONNE""]","[""02""]",2022,5
005-05,005-05_010,8.39,10.922,2.532,3687,low,URBAN 2-LANE,20,20,"[""LA 182""]","[""Rural Terrebonne"",""Rural Lafourche""]","[""TERREBONNE"",""LAFOURCHE""]","[""02""]",2022,217
005-06,005-06_010,0,0.689,0.689,7322,low,URBAN 2-LANE,20,20,"[""LA 182""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,86
005-06,005-06_010,0.689,4.602,3.914,7322,low,URBAN 2-LANE DIVIDED,27,27,"[""LA 182""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,87
005-06,005-06_010,4.602,8.203,3.601,7322,low,URBAN 2-LANE,20,20,"[""LA 1"",""LA 182""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,102
005-07,005-07_010,0,0.071,0.071,5783,low,URBAN 2-LANE,20,20,"[""LA 182""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,10
005-07,005-07_010,0.071,3.599,3.528,5783,med,RURAL 2-LANE,19,19,"[""LA 182""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,66
005-07,005-07_010,3.599,3.612,0.013,5783,med,RURAL 4-LANE,21,"21,32,34","[""LA 182""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,2
005-07,005-07_010,3.612,9.681,6.069,27665,high,RURAL 4-LANE DIVIDED,23,23,"[""US 90""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,174
005-07,005-07_010,9.681,9.8,0.12,27665,med,URBAN 4-LANE DIVIDED,24,24,"[""US 90""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,2
005-08,005-08_010,0,5.137,5.137,20956,med,URBAN 4-LANE DIVIDED,24,24,"[""US 90""]","[""Rural St. Charles"",""Rural Lafourche""]","[""ST. CHARLES"",""LAFOURCHE""]","[""02""]",2022,165
005-08,005-08_010,5.137,5.617,0.48,20956,med,URBAN 4-LANE,22,22,"[""US 90""]","[""Rural St. Charles""]","[""ST. CHARLES""]","[""02""]",2022,40
005-08,005-08_010,5.617,8.415,2.798,20956,med,URBAN 4-LANE DIVIDED,24,24,"[""US 90""]","[""Rural St. Charles""]","[""ST. CHARLES""]","[""02""]",2022,337
005-09,005-09_010,0,0.19,0.189,20956,med,URBAN 4-LANE DIVIDED,24,24,"[""US 90""]","[""Rural St. Charles""]","[""ST. CHARLES""]","[""02""]",2022,42
005-09,005-09_010,0.19,0.704,0.514,20956,med,URBAN 4-LANE CONT TURN,39,39,"[""US 90""]","[""Rural St. Charles""]","[""ST. CHARLES""]","[""02""]",2022,89
005-09,005-09_010,0.704,0.961,0.257,29021,med,URBAN 4-LANE CONT TURN,39,39,"[""US 90""]","[""Rural St. Charles""]","[""ST. CHARLES""]","[""02""]",2022,32
005-09,005-09_010,0.961,1.313,0.352,25820,med,URBAN 4-LANE CONT TURN,39,39,"[""US 90""]","[""Rural St. Charles""]","[""ST. CHARLES""]","[""02""]",2022,26
005-09,005-09_010,1.313,2.495,1.182,25820,med,URBAN 4-LANE DIVIDED,24,24,"[""US 90""]","[""Rural St. Charles""]","[""ST. CHARLES""]","[""02""]",2022,83
005-09,005-09_010,2.495,2.954,0.46,22323,med,URBAN 4-LANE DIVIDED,24,24,"[""US 90""]","[""Rural St. Charles""]","[""ST. CHARLES""]","[""02""]",2022,39
005-09,005-09_010,2.954,7.406,4.452,49920,high,URBAN 4-LANE DIVIDED,24,24,"[""US 90""]","[""Rural St. Charles""]","[""ST. CHARLES""]","[""02""]",2022,120
005-10,005-10_010,0,6.934,6.933,49920,high,URBAN 4-LANE DIVIDED,24,24,"[""US 90""]","[""Rural Jefferson""]","[""JEFFERSON""]","[""02""]",2022,660
006-01,006-01_010,0,2.503,2.503,55210,high,URBAN 4-LANE DIVIDED,24,24,"[""US 90"",""LA 3152""]","[""Rural Jefferson""]","[""JEFFERSON""]","[""02""]",2022,215
006-02,006-02_010,0,0.06,0.06,34699,med,URBAN 4-LANE DIVIDED,24,24,"[""LA 48""]","[""Rural Jefferson""]","[""JEFFERSON""]","[""02""]",2022,19
006-02,006-02_010,0.06,3.299,3.24,34699,med,URBAN >=6-LANE DIVIDED,35,35,"[""US 90""]","[""Rural Jefferson""]","[""JEFFERSON""]","[""02""]",2022,654
006-03,006-03_010,0,3.909,3.909,49920,high,URBAN >=6-LANE DIVIDED,35,35,"[""US 90""]","[""Rural Jefferson"",""New Orleans""]","[""ORLEANS"",""JEFFERSON""]","[""02""]",2022,852
006-03,006-03_010,3.909,5.141,1.231,49920,high,URBAN 4-LANE DIVIDED,24,24,"[""US 90""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,187
006-03,006-03_010,5.141,5.558,0.417,49920,high,URBAN >=6-LANE DIVIDED,35,35,"[""US 90""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,138
006-03,006-03_010,5.558,7.554,1.996,49920,high,URBAN 4-LANE DIVIDED,24,24,"[""US 90""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,272
006-03,006-03_010,7.554,7.843,0.288,49920,high,URBAN 2-LANE,20,20,"[""US 90""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,13
006-03,006-03_010,7.843,9.165,1.322,49920,high,URBAN 4-LANE DIVIDED,24,24,"[""US 90""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,107
006-05,006-05_010,0,8.747,8.747,1215,low,RURAL 2-LANE,19,19,"[""US 90""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,15
006-06,006-06_010,0,1.042,1.042,1215,low,RURAL 2-LANE,19,19,"[""US 90""]","[""New Orleans"",""Rural St. Tammany""]","[""ORLEANS"",""ST. TAMMANY""]","[""62"",""02""]",2022,0
006-07,006-07_010,0,8.45,8.45,1215,low,RURAL 2-LANE,19,19,"[""US 90""]","[""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,35
006-08,006-08_010,0,0.182,0.183,1215,low,RURAL 2-LANE,19,19,"[""US 90""]","[""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,2
006-25,006-25_010,0,0.414,0.414,55210,high,URBAN >=6-LANE DIVIDED,35,35,"[""LA 3152""]","[""Rural Jefferson""]","[""JEFFERSON""]","[""02""]",2022,277
006-30,006-30_010,0,0.062,0.062,20232,high,OTHER URBAN ROADS,43,43,"[""US 90""]","[""Rural Jefferson""]","[""JEFFERSON""]","[""02""]",2022,9
006-30,006-30_010,0.062,6.233,6.171,20232,med,URBAN 4-LANE DIVIDED,24,24,"[""LA 48""]","[""Rural Jefferson"",""Harahan"",""Kenner""]","[""JEFFERSON""]","[""02""]",2022,460
006-90,006-90_010,0,0.28,0.28,1215,low,URBAN 4-LANE DIVIDED,24,24,"[""US 90""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,25
006-90,006-90_010,0.28,4.02,3.74,1215,low,URBAN >=6-LANE DIVIDED,35,35,"[""US 90""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,695
006-90,006-90_010,4.02,8.918,4.898,1215,low,URBAN 4-LANE DIVIDED,24,24,"[""US 90""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,233
006-90,006-90_010,8.918,16.352,7.434,1215,low,RURAL 4-LANE DIVIDED,23,23,"[""US 90""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,37
006-90,006-90_010,16.352,16.477,0.125,1215,low,RURAL 4-LANE,21,"21,32,34","[""US 90""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,0
007-01,007-01_010,0,0.008,0.008,31748,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,0
007-01,007-01_010,0.008,1.172,1.164,31748,med,URBAN >=6-LANE DIVIDED,35,35,"[""US 61""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,180
007-01,007-01_010,1.172,1.496,0.323,31398,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""New Orleans""]","[""ORLEANS""]","[""02""]",2022,15
007-01,007-01_010,1.496,2.284,0.787,31223,med,URBAN >=6-LANE DIVIDED,35,35,"[""US 61""]","[""Rural Jefferson"",""New Orleans""]","[""ORLEANS"",""JEFFERSON""]","[""02""]",2022,83
007-02,007-02_010,0,1.829,1.829,31223,med,URBAN >=6-LANE DIVIDED,35,35,"[""US 61""]","[""Rural Jefferson""]","[""JEFFERSON""]","[""02""]",2022,238
007-02,007-02_010,1.829,3.119,1.29,43263,high,URBAN >=6-LANE DIVIDED,35,35,"[""US 61""]","[""Rural Jefferson""]","[""JEFFERSON""]","[""02""]",2022,349
007-02,007-02_010,3.119,3.508,0.389,21574,med,URBAN >=6-LANE DIVIDED,35,35,"[""US 61""]","[""Rural Jefferson""]","[""JEFFERSON""]","[""02""]",2022,108
007-02,007-02_010,3.508,7.217,3.709,21574,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Kenner"",""Rural Jefferson""]","[""JEFFERSON""]","[""02""]",2022,656
007-02,007-02_010,7.217,7.219,0.002,21574,med,URBAN 4-LANE CONT TURN,39,39,"[""US 61""]","[""Kenner""]","[""JEFFERSON""]","[""02""]",2022,0
007-02,007-02_010,7.219,8.279,1.06,19859,med,URBAN 4-LANE CONT TURN,39,39,"[""US 61""]","[""Kenner""]","[""JEFFERSON""]","[""02""]",2022,198
007-02,007-02_010,8.279,8.285,0.006,25193,med,URBAN 4-LANE CONT TURN,39,39,"[""US 61""]","[""Kenner""]","[""JEFFERSON""]","[""02""]",2022,9
007-02,007-02_010,8.285,9.153,0.869,25193,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Kenner""]","[""JEFFERSON""]","[""02""]",2022,85
007-02,007-02_010,9.153,9.336,0.182,25193,med,URBAN 4-LANE CONT TURN,39,39,"[""US 61""]","[""Kenner""]","[""JEFFERSON""]","[""02""]",2022,17
007-03,007-03_010,0,1.681,1.681,25193,med,URBAN 4-LANE CONT TURN,39,39,"[""US 61""]","[""Rural St. Charles"",""Kenner""]","[""JEFFERSON"",""ST. CHARLES""]","[""02""]",2022,120
007-03,007-03_010,1.681,1.686,0.005,23719,med,URBAN 4-LANE CONT TURN,39,39,"[""US 61""]","[""Rural St. Charles""]","[""ST. CHARLES""]","[""02""]",2022,3
007-03,007-03_010,1.686,8.218,6.533,23719,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural St. Charles""]","[""ST. CHARLES""]","[""02""]",2022,317
007-03,007-03_010,8.218,8.788,0.569,23719,med,URBAN 4-LANE CONT TURN,39,39,"[""US 61""]","[""Rural St. Charles""]","[""ST. CHARLES""]","[""02""]",2022,61
007-03,007-03_010,8.788,11.315,2.527,23719,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural St. Charles""]","[""ST. CHARLES""]","[""02""]",2022,57
007-04,007-04_010,0,2.205,2.205,23719,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural St. John The Baptist""]","[""ST. JOHN THE BAPTIST""]","[""62""]",2022,135
007-04,007-04_010,2.205,2.688,0.483,23719,med,URBAN 4-LANE CONT TURN,39,39,"[""US 61""]","[""Rural St. John The Baptist""]","[""ST. JOHN THE BAPTIST""]","[""62""]",2022,35
007-04,007-04_010,2.688,2.904,0.216,23719,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural St. John The Baptist""]","[""ST. JOHN THE BAPTIST""]","[""62""]",2022,75
007-04,007-04_010,2.904,2.997,0.093,39245,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural St. John The Baptist""]","[""ST. JOHN THE BAPTIST""]","[""62""]",2022,48
007-04,007-04_010,2.997,8.869,5.872,39245,high,URBAN 4-LANE CONT TURN,39,39,"[""US 61""]","[""Rural St. John The Baptist""]","[""ST. JOHN THE BAPTIST""]","[""62""]",2022,874
007-04,007-04_010,8.869,14.118,5.249,39245,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural St. John The Baptist""]","[""ST. JOHN THE BAPTIST""]","[""62""]",2022,122
007-05,007-05_010,0,1.025,1.025,39245,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural St. James""]","[""ST. JAMES""]","[""61""]",2022,43
007-05,007-05_010,1.025,2.351,1.326,14957,low,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural St. James"",""Gramercy""]","[""ST. JAMES""]","[""61""]",2022,49
007-05,007-05_010,2.351,8.83,6.479,14957,med,RURAL 4-LANE DIVIDED,23,23,"[""US 61""]","[""Lutcher"",""Gramercy"",""Rural St. James""]","[""ST. JAMES""]","[""61""]",2022,113
007-06,007-06_010,0,5.464,5.464,14957,med,RURAL 4-LANE DIVIDED,23,23,"[""US 61""]","[""Rural Ascension"",""Sorrento""]","[""ASCENSION""]","[""61""]",2022,83
007-07,007-07_010,0,2.176,2.176,14802,low,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural Ascension"",""Sorrento""]","[""ASCENSION""]","[""61""]",2022,69
007-07,007-07_010,2.176,4.37,2.195,16379,low,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Gonzales"",""Rural Ascension""]","[""ASCENSION""]","[""61""]",2022,151
007-07,007-07_010,4.37,5.534,1.163,24014,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural Ascension"",""Gonzales""]","[""ASCENSION""]","[""61""]",2022,422
007-07,007-07_010,5.534,7.557,2.024,26373,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Gonzales"",""Rural Ascension""]","[""ASCENSION""]","[""61""]",2022,354
007-07,007-07_010,7.557,13.521,5.964,48026,high,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural Ascension""]","[""ASCENSION""]","[""61""]",2022,1337
007-08,007-08_010,0,1.514,1.514,48026,high,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural Ascension"",""Rural East Baton Rouge""]","[""ASCENSION"",""EAST BATON ROUGE""]","[""61""]",2022,212
007-08,007-08_010,1.514,5.489,3.976,32619,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural East Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,757
007-08,007-08_010,5.489,5.77,0.282,44085,high,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural East Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,164
007-10,007-10_010,0,1.113,1.113,12262,low,URBAN 4-LANE DIVIDED,24,24,"[""US 190""]","[""Rural East Baton Rouge"",""Rural West Baton Rouge""]","[""WEST BATON ROUGE"",""EAST BATON ROUGE""]","[""61""]",2022,55
007-90,007-90_010,0,0.95,0.95,44085,high,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Rural East Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,237
007-90,007-90_010,0.95,1.56,0.61,44085,high,URBAN >=6-LANE DIVIDED,35,35,"[""US 61""]","[""Baton Rouge"",""Rural East Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,357
007-90,007-90_010,1.56,2.02,0.46,45008,high,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,155
007-90,007-90_010,2.02,2.47,0.45,48469,high,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,291
007-90,007-90_010,2.47,3.408,0.938,54042,high,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,612
007-90,007-90_010,3.408,5.665,2.256,45876,high,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,756
007-90,007-90_010,5.665,8.203,2.539,41834,high,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,782
007-90,007-90_010,8.203,9.17,0.967,37759,med,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,290
007-90,007-90_010,9.17,10.523,1.353,10596,low,URBAN 4-LANE DIVIDED,24,24,"[""US 61""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,102
007-90,007-90_010,10.523,10.532,0.009,10596,med,URBAN 2-LANE DIVIDED,27,27,"[""US 61""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,2
007-90,007-90_010,10.532,11.893,1.361,12262,low,URBAN 4-LANE DIVIDED,24,24,"[""US 190""]","[""Baton Rouge"",""Rural East Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,169
008-01,008-01_010,0,3.514,3.514,12262,low,URBAN 4-LANE DIVIDED,24,24,"[""US 190""]","[""Rural West Baton Rouge""]","[""WEST BATON ROUGE""]","[""61""]",2022,157
008-01,008-01_010,3.514,4.02,0.506,19173,low,URBAN 4-LANE DIVIDED,24,24,"[""US 190""]","[""Rural West Baton Rouge""]","[""WEST BATON ROUGE""]","[""61""]",2022,18
008-01,008-01_010,4.02,4.132,0.112,22406,med,URBAN 4-LANE DIVIDED,24,24,"[""US 190""]","[""Rural West Baton Rouge""]","[""WEST BATON ROUGE""]","[""61""]",2022,7
008-01,008-01_010,4.132,11.998,7.867,22996,high,RURAL 4-LANE DIVIDED,23,23,"[""US 190""]","[""Rural West Baton Rouge""]","[""WEST BATON ROUGE""]","[""61""]",2022,158
008-01,008-01_010,11.998,12.744,0.746,19077,med,RURAL 4-LANE CONT TURN,38,"38,40","[""US 190""]","[""Rural West Baton Rouge""]","[""WEST BATON ROUGE""]","[""61""]",2022,56
008-01,008-01_010,12.744,13.175,0.431,20176,high,RURAL 4-LANE CONT TURN,38,"38,40","[""US 190""]","[""Rural West Baton Rouge""]","[""WEST BATON ROUGE""]","[""61""]",2022,13
008-01,008-01_010,13.175,13.19,0.015,20176,high,RURAL 4-LANE DIVIDED,23,23,"[""US 190""]","[""Rural West Baton Rouge""]","[""WEST BATON ROUGE""]","[""61""]",2022,1
008-02,008-02_010,0,8.727,8.727,20176,high,RURAL 4-LANE DIVIDED,23,23,"[""US 190""]","[""Rural Pointe Coupee"",""Livonia""]","[""POINTE COUPEE""]","[""61""]",2022,113
