HighwayClassDescription,HighwayClassCode,ControlSection,ControlSectionSeq,BeginLogMile,EndLogMile,SegmentLength,AADT,RouteNames,DOTDDistricts,Parishes,Fatal,Serious,Minor,Possible,PDO,TL_5y,FI_5y,FSM_5y,TLCpY,TLCpMpY,PredTL,PredTLpMpY,PSI_Limit_TL,Expected_TL,PSI_Limit_TL_Low,TLCr_Delta,TL_LOSS,TL_Rank,FICpY,FICpMpY,PredFI,PredFIpMpY,PSI_Limit_FI,Expected_FI,PSI_Limit_FI_Low,FICr_Delta,FI_LOSS,FI_Rank,HPSI_Rank
RURAL 4-LANE DIVIDED,23,025-07,025-07_010,0,6.4,6.39968396,6423,"[""US 171""]","[""04""]","[""DESOTO""]",0,2,10,29,65,106,41,12,21.2,3.312663583,32.0760695,1.002426673,1.319325049,2.047686618,0.654064267,1.045259946,LOSS 4,21,8.2,1.281313273,13.03785498,0.407453089,0.539356375,0.636079764,0.262074108,0.228626675,LOSS 4,16,7
RURAL 4-LANE DIVIDED,23,012-13,012-13_010,1.172,4.474,3.30173522,21098,"[""US 190""]","[""03""]","[""ST. LANDRY""]",0,1,9,34,63,107,44,10,21.4,6.481440386,61.41891933,3.72040247,4.896537875,5.802511288,2.427491587,2.082108819,LOSS 4,13,8.8,2.665265206,24.96036697,1.511954491,2.001413943,2.167039214,0.972490171,0.655084723,LOSS 4,7,8
RURAL 4-LANE DIVIDED,23,030-03,030-03_010,0,6.936,6.93642967,8429,"[""LA 21""]","[""62""]","[""ST. TAMMANY"",""WASHINGTON""]",1,0,9,29,35,74,39,10,14.8,2.133662519,47.18937921,1.360624455,1.790760337,1.769292192,0.887781482,0.408667736,LOSS 3,44,7.8,1.124497814,19.40801733,0.559596745,0.740752936,0.744512629,0.359933012,0.184915884,LOSS 4,25,9
RURAL 4-LANE DIVIDED,23,019-03,019-03_010,0,4.202,4.20249889,2337,"[""US 61""]","[""61""]","[""EAST FELICIANA""]",0,4,6,18,42,70,28,10,14,3.331351267,7.318686486,0.34830165,0.458410679,1.013713068,0.227260177,0.665411419,LOSS 4,37,5.6,1.332540507,3.32876465,0.158418348,0.209702535,0.300585313,0.10189479,0.142166965,LOSS 4,33,10
RURAL 4-LANE DIVIDED,23,008-04,008-04_010,0,4.246,4.24626672,8000,"[""US 190""]","[""61"",""03""]","[""ST. LANDRY"",""POINTE COUPEE""]",0,5,3,16,39,63,24,8,12.6,2.967312425,27.23626151,1.282833289,1.688376953,2.148590114,0.837024231,0.865756825,LOSS 4,29,4.8,1.130404734,11.17184427,0.526196068,0.696539581,0.715879963,0.338449674,0.189683895,LOSS 4,21,11
RURAL 4-LANE DIVIDED,23,424-06,424-06_010,1.659,3.792,2.13293148,3706,"[""US 90""]","[""61"",""02""]","[""ASSUMPTION"",""TERREBONNE""]",1,1,4,13,16,35,19,6,7,3.281868201,5.874161619,0.550806406,0.724933513,1.403602346,0.359390665,0.85279594,LOSS 4,30,3.8,1.781585595,2.436281077,0.228444383,0.30239784,0.485855551,0.146935585,0.257411168,LOSS 4,13,12
RURAL 4-LANE DIVIDED,23,424-04,424-04_010,14.766,16.789,2.02316853,8477,"[""US 90""]","[""03""]","[""IBERIA""]",3,0,2,8,20,33,13,5,6.6,3.262209698,13.85224574,1.369361527,1.80225947,2.373037008,0.893482254,1.003675481,LOSS 4,22,2.6,1.285112911,5.698816354,0.563355575,0.745728598,0.800682264,0.362350694,0.237326689,LOSS 4,15,13
URBAN 4-LANE DIVIDED,24,007-90,007-90_010,1.838,8.205,6.36691,38607,"[""US 61""]","[""61""]","[""EAST BATON ROUGE""]",19,21,93,467,1872,2472,600,133,494.4,77.65148243,1071.924692,33.67174003,54.01974927,77.3816845,7.866497133,43.70994446,LOSS 4,50,120,18.84744719,287.4031815,9.028027143,14.20472654,18.57681526,2.627909558,9.548788118,LOSS 4,37,1
URBAN 4-LANE DIVIDED,24,053-09,053-09_010,0,3.803,3.80262344,22843,"[""LA 1""]","[""04""]","[""CADDO""]",0,4,46,197,578,825,247,50,165,43.39109633,339.6465074,17.86379918,28.65898678,43.09751309,4.17339659,25.23371391,LOSS 4,75,49.4,12.99103127,99.75695517,5.24674382,8.255243367,12.6309207,1.527240449,7.384176877,LOSS 4,52,2
URBAN 4-LANE DIVIDED,24,046-32,046-32_010,0,11.424,11.42373521,9605,"[""LA 39""]","[""02""]","[""ST. BERNARD""]",7,6,36,154,600,803,203,49,160.6,14.0584491,358.2984878,6.272878026,10.06361114,13.80876469,1.465489367,7.53588666,LOSS 4,157,40.6,3.554003945,122.2393024,2.140093413,3.367229763,3.403008124,0.622945838,1.262914711,LOSS 4,152,3
URBAN 4-LANE DIVIDED,24,809-08,809-08_010,9.636,13.258,3.62228947,5207,"[""LA 526""]","[""04""]","[""CADDO""]",2,2,29,79,315,427,112,33,85.4,23.57624942,54.22459013,2.993940191,4.803193962,22.2401867,0.699453664,19.24624651,LOSS 4,96,22.4,6.183934273,20.55971432,1.135177875,1.786092469,5.255256203,0.330431526,4.120078328,LOSS 4,92,4
URBAN 4-LANE DIVIDED,24,414-01,414-01_010,0.225,1.494,1.26960105,10345,"[""LA 30""]","[""61""]","[""EAST BATON ROUGE""]",2,4,26,91,368,491,123,32,98.2,77.347132,43.55538415,6.861270971,11.00757303,75.27479068,1.602951566,68.41351971,LOSS 4,26,24.6,19.37616545,14.67048283,2.311038232,3.636194883,17.67509462,0.672705051,15.36405639,LOSS 4,17,5
URBAN 4-LANE DIVIDED,24,258-31,258-31_010,0,2.814,2.81395934,15403,"[""BURBANK DR""]","[""61""]","[""EAST BATON ROUGE""]",0,5,27,100,317,449,132,32,89.8,31.91233033,156.1432425,11.0977611,17.80419638,31.5296838,2.592693629,20.4319227,LOSS 4,93,26.4,9.381798672,49.09783161,3.489590693,5.490533064,8.979270605,1.015762202,5.489679912,LOSS 4,66,6
URBAN 4-LANE DIVIDED,24,007-02,007-02_010,3.508,7.217,3.7087797,19921,"[""US 61""]","[""02""]","[""JEFFERSON""]",4,2,26,154,507,693,186,32,138.6,37.37078263,280.7841815,15.14159396,24.29173866,37.06979043,3.537426499,21.92819647,LOSS 4,89,37.2,10.03025335,84.44720048,4.553907609,7.165132676,9.738920622,1.325567274,5.185013013,LOSS 4,70,7
URBAN 4-LANE DIVIDED,24,046-31,046-31_010,2.169,3.821,1.6526066,30990,"[""LA 39""]","[""02""]","[""ORLEANS""]",1,0,26,97,155,279,124,27,55.8,33.76484155,213.3646146,25.82158568,41.42570544,33.70141693,6.032519541,7.879831244,LOSS 3,154,24.8,15.00659625,59.43645893,7.193055979,11.31757709,14.73819923,2.093779766,7.54514325,LOSS 4,51,8
URBAN 4-LANE DIVIDED,24,053-09,053-09_010,5.848,8.759,2.91101929,14221,"[""LA 1""]","[""04""]","[""CADDO""]",4,7,16,95,210,332,122,27,66.4,22.80987977,146.6775505,10.07740148,16.16722809,22.55259002,2.354314026,12.47518854,LOSS 4,130,24.4,8.381943769,46.76239513,3.212784971,5.055006064,8.000630347,0.93518863,4.787845376,LOSS 4,77,9
URBAN 4-LANE DIVIDED,24,852-24,852-24_010,0.644,1.967,1.32290888,20340,"[""US 190""]","[""62""]","[""ST. TAMMANY""]",0,1,22,97,501,621,120,23,124.2,93.88401717,102.704892,15.52713018,24.91025644,92.84902934,3.627496675,77.32189917,LOSS 4,20,24,18.14183907,30.77786382,4.653058769,7.321137425,17.43875159,1.354428539,12.78569282,LOSS 4,22,10
URBAN 4-LANE DIVIDED,24,013-08,013-08_010,3.34,4.26,0.9195147,13717,"[""US 190""]","[""62""]","[""TANGIPAHOA""]",1,5,15,53,176,250,74,21,50,54.3765097,44.35544757,9.6475777,15.47765954,53.43323643,2.253897252,43.78565873,LOSS 4,49,14.8,16.09544687,14.22945438,3.094992255,4.869670631,15.10273029,0.900901116,12.00773804,LOSS 4,26,11
URBAN 4-LANE DIVIDED,24,025-08,025-08_010,12.013,13.448,1.43456087,14480,"[""US 171""]","[""04""]","[""CADDO""]",0,3,18,51,129,201,72,21,40.2,28.02251256,73.87648132,10.2995255,16.52358282,27.67194873,2.406207334,17.37242323,LOSS 4,103,14.4,10.03791495,23.47926725,3.27337344,5.150336152,9.547481506,0.952824932,6.274108066,LOSS 4,58,12
URBAN 4-LANE DIVIDED,24,060-01,060-01_010,5.377,8.251,2.87400197,1324,"[""LA 67""]","[""61""]","[""EAST BATON ROUGE""]",3,3,14,101,246,367,121,20,73.4,25.53930052,8.22774513,0.572563639,0.918566851,18.89012482,0.133764107,18.31756119,LOSS 4,100,24.2,8.42031434,3.949263182,0.274826755,0.432413289,4.493031028,0.079997528,4.218204272,LOSS 4,88,13
URBAN 4-LANE DIVIDED,24,062-01,062-01_010,0.581,3.735,3.15409443,26246,"[""LA 23""]","[""02""]","[""JEFFERSON""]",1,4,15,140,551,711,160,20,142.2,45.08425577,333.1716383,21.12629445,33.89302508,44.85085687,4.935590931,23.72456242,LOSS 4,80,32,10.14554279,95.52710388,6.0573395,9.530637181,9.979849185,1.763191461,3.922509685,LOSS 4,95,14
URBAN 4-LANE DIVIDED,24,007-07,007-07_010,4.37,5.534,1.16360002,22174,"[""US 61""]","[""61""]","[""ASCENSION""]",0,1,18,79,334,432,98,19,86.4,74.25231911,100.2661321,17.23377972,27.64824326,73.57287575,4.026209475,56.33909603,LOSS 4,32,19.6,16.84427609,29.60105851,5.087840839,8.005224914,16.28134383,1.480986417,11.19350299,LOSS 4,30,15
URBAN 4-LANE DIVIDED,24,016-01,016-01_010,0,1.4,1.40000004,27478,"[""US 165""]","[""05""]","[""OUACHITA""]",0,2,17,64,192,275,83,19,55,39.28571316,156.3094412,22.32991954,35.82400712,39.12935111,5.216785585,16.79943158,LOSS 4,106,16.6,11.85714252,44.46177898,6.35168253,9.993757439,11.64394779,1.848869854,5.292265262,LOSS 4,69,16
URBAN 4-LANE DIVIDED,24,065-04,065-04_010,12.09,14.571,2.48100323,11545,"[""LA 20""]","[""02""]","[""TERREBONNE""]",1,0,15,131,301,448,147,16,89.6,36.11442295,97.18053018,7.833970468,12.56807994,35.38352528,1.830196662,27.54955482,LOSS 4,69,29.4,11.85004503,32.11831629,2.589139417,4.073760171,11.01714476,0.753655712,8.428005347,LOSS 4,41,17
URBAN 4-LANE DIVIDED,24,007-07,007-07_010,5.534,7.557,2.02279999,24352,"[""US 61""]","[""61""]","[""ASCENSION""]",0,1,15,85,263,364,101,16,72.8,35.9897174,195.188712,19.29886425,30.96126921,35.81188184,4.508660976,16.51301759,LOSS 4,108,20.2,9.98615785,56.69633228,5.605727958,8.820070148,9.794941883,1.631734801,4.189213925,LOSS 4,90,18
URBAN 4-LANE DIVIDED,24,007-90,007-90_010,8.205,9.17,0.96520103,34374,"[""US 61""]","[""61""]","[""EAST BATON ROUGE""]",2,2,11,55,229,299,70,15,59.8,61.95600517,141.2325621,29.26490084,46.94983401,61.72547221,6.836957588,32.46057137,LOSS 4,62,14,14.50475037,38.64033064,8.006690719,12.59775257,14.30352046,2.330615397,6.296829744,LOSS 4,56,19
URBAN 4-LANE DIVIDED,24,828-45,828-45_010,0.995,1.769,0.77353196,23603,"[""LA 3184""]","[""03""]","[""LAFAYETTE""]",0,1,13,52,252,318,66,14,63.6,82.22026146,71.87727995,18.58417846,29.81469505,81.5164538,4.341693849,62.93227534,LOSS 4,28,13.2,17.06458257,20.99152675,5.427449112,8.539565647,16.54065963,1.579840775,11.11321051,LOSS 4,32,20
URBAN 4-LANE DIVIDED,24,060-02,060-02_010,0,2.317,2.31749876,1324,"[""LA 67""]","[""61""]","[""EAST BATON ROUGE""]",3,1,9,74,130,217,87,13,43.4,18.72708661,6.634577616,0.572563639,0.918566851,13.89214909,0.133764107,13.31958545,LOSS 4,123,17.4,7.508094632,3.184553324,0.274826755,0.432413289,4.020630938,0.079997528,3.745804182,LOSS 4,98,21
URBAN 4-LANE DIVIDED,24,817-40,817-40_010,2.087,2.583,0.49659847,26765,"[""LA 3246""]","[""61""]","[""EAST BATON ROUGE""]",1,4,7,99,407,518,111,12,103.6,208.6192493,53.71194539,21.63194155,34.70423737,206.839791,5.053721786,185.2078494,LOSS 4,4,22.2,44.70412484,15.3480766,6.181282273,9.725649134,43.17286812,1.799269155,36.99158584,LOSS 4,1,22
URBAN 4-LANE DIVIDED,24,808-07,808-07_010,4.271,4.592,0.32154541,30104,"[""LA 3105""]","[""04""]","[""BOSSIER""]",0,0,12,33,143,188,45,12,37.6,116.9352721,40.084746,24.9325568,39.99943174,116.1746788,5.824821836,91.24212199,LOSS 4,15,9,27.98982576,11.22272176,6.980489482,10.98312429,27.24695086,2.03190517,20.26646138,LOSS 4,9,23
URBAN 4-LANE DIVIDED,24,011-01,011-01_010,3.062,3.731,0.66883385,19705,"[""US 71""]","[""04""]","[""CADDO""]",0,1,11,38,93,143,50,12,28.6,42.76099363,49.97359381,14.94350019,23.97393578,42.37940894,3.491147213,27.43590876,LOSS 4,70,10,14.95139637,15.05819611,4.502821174,7.084753117,14.38958186,1.310696857,9.886760682,LOSS 4,35,24
URBAN 4-LANE DIVIDED,24,057-03,057-03_010,0.371,1.896,1.52487576,8135,"[""LA 13""]","[""03""]","[""ACADIA""]",0,3,9,57,182,251,69,12,50.2,32.9207148,39.13143207,5.132409222,8.233951054,31.83921943,1.199049482,26.70681021,LOSS 4,73,13.8,9.049917614,13.73846839,1.801913146,2.835135859,8.148674516,0.524507149,6.346761371,LOSS 4,55,25
URBAN 4-LANE DIVIDED,24,262-07,262-07_010,1.941,2.519,0.57838473,6788,"[""LA 16""]","[""62""]","[""TANGIPAHOA""]",0,1,11,13,98,123,25,12,24.6,42.5322432,11.92721396,4.124318414,6.616665678,40.68960239,0.963536157,36.56528398,LOSS 4,54,5,8.644764878,4.320257121,1.493904281,2.350513734,7.599083691,0.434850857,6.10517941,LOSS 4,59,26
URBAN 4-LANE DIVIDED,24,255-01,255-01_010,0,2.343,2.34344931,24457,"[""LA 408""]","[""61""]","[""EAST BATON ROUGE""]",0,2,10,106,291,409,118,12,81.8,34.90581155,227.3078183,19.39942266,31.1225956,34.7414434,4.532153747,15.34202073,LOSS 4,112,23.6,10.07062534,65.9767098,5.630734962,8.859416247,9.877637116,1.639013927,4.246902155,LOSS 4,87,27
URBAN 4-LANE DIVIDED,24,032-01,032-01_010,1.116,1.533,0.41701286,15456,"[""LA 182""]","[""03""]","[""LAFAYETTE""]",0,1,10,30,134,175,41,11,35,83.93026536,23.23575939,11.14390544,17.87822598,82.59762987,2.603474014,71.45372444,LOSS 4,24,8.2,19.66366217,7.301936724,3.502019925,5.510089258,18.5632262,1.019380147,15.06120627,LOSS 4,18,28
URBAN 4-LANE DIVIDED,24,053-08,053-08_010,10.284,16.26,5.97595687,1792,"[""LA 1""]","[""04""]","[""CADDO""]",2,1,8,15,49,75,26,11,15,2.510058276,24.66030483,0.825317363,1.324060978,2.171142631,0.192813222,1.345825267,LOSS 4,208,5.2,0.870153536,11.2358357,0.376034698,0.591654187,0.670074432,0.109457489,0.294039733,LOSS 4,180,29
URBAN 4-LANE DIVIDED,24,018-30,018-30_010,6.17,8.088,1.9179811,5584,"[""LA 433""]","[""62""]","[""ST. TAMMANY""]",0,2,8,35,153,198,45,10,39.6,20.64671023,31.24140157,3.257738209,5.226406508,19.60385881,0.761082981,16.3461206,LOSS 4,109,9,4.692434143,11.70359207,1.220407445,1.920192945,4.090653842,0.355240446,2.870246397,LOSS 4,113,30
URBAN 4-LANE DIVIDED,24,024-01,024-01_010,0,1,1,17760,"[""US 171""]","[""07""]","[""CALCASIEU""]",1,1,7,31,147,187,40,9,37.4,37.4,65.90269665,13.18053933,21.14560843,37.02402371,3.079278788,23.84348438,LOSS 4,79,8,8,20.21841285,4.043682569,6.36234298,7.764554037,1.177049194,3.720871468,LOSS 4,99,31
URBAN 4-LANE DIVIDED,24,010-06,010-06_010,8.08,9.958,1.87783601,12296,"[""US 71""]","[""04""]","[""BOSSIER""]",2,1,6,41,95,145,50,9,29,15.44330807,79.37290319,8.453656524,13.56224553,15.27558738,1.974969655,6.821930853,LOSS 4,164,10,5.325278643,25.94889755,2.763702199,4.348417805,5.108215955,0.804468054,2.344513757,LOSS 4,125,32
URBAN 4-LANE DIVIDED,24,848-15,848-15_010,0,2.09,2.0900002,6929,"[""LA 3188""]","[""62""]","[""ST. JOHN THE BAPTIST""]",1,1,7,29,117,155,38,9,31,14.83253447,44.18293837,4.228031976,6.78305389,14.33567283,0.987766043,10.10764086,LOSS 4,142,7.6,3.636363288,15.9472433,1.526051844,2.401094811,3.333336568,0.444208481,1.807284724,LOSS 4,137,33
URBAN 4-LANE DIVIDED,24,002-01,002-01_010,0,0.293,0.29272061,16328,"[""US 80""]","[""05""]","[""OUACHITA""]",0,3,5,23,66,97,31,8,19.4,66.2748004,17.42824943,11.90777064,19.10369894,65.34215981,2.78193059,53.43438917,LOSS 4,36,6.2,21.18060631,5.425168779,3.706721422,5.832167242,20.05228307,1.078965371,16.34556165,LOSS 4,15,34
URBAN 4-LANE DIVIDED,24,019-01,019-01_010,4.479,4.727,0.24832588,15614,"[""US 61""]","[""61""]","[""EAST BATON ROUGE""]",0,2,6,18,49,75,26,8,15,60.40449751,14.00764414,11.28166274,18.09923075,59.51589772,2.635657305,48.23423498,LOSS 4,45,5.2,20.9402258,4.394227928,3.539081732,5.568402423,19.7669641,1.030168226,16.22788237,LOSS 4,16,35
URBAN 4-LANE DIVIDED,24,102-02,102-02_010,0.799,1.637,0.83811326,20347,"[""LA 511""]","[""04""]","[""CADDO""]",0,0,8,42,130,180,50,8,36,42.95362181,65.09451883,15.53358524,24.92061233,42.59158896,3.629004727,27.05800372,LOSS 4,71,10,11.93156161,19.50589525,4.654715819,7.323744633,11.55239221,1.354910879,6.897676395,LOSS 4,54,36
URBAN 4-LANE DIVIDED,24,065-05,065-05_010,0,0.779,0.77850522,11545,"[""LA 20""]","[""02""]","[""LAFOURCHE""]",1,2,5,20,92,120,28,8,24,30.82830967,30.49393451,7.833970468,12.56807994,30.23402961,1.830196662,22.40005914,LOSS 4,86,5.6,7.193272256,10.07829276,2.589139417,4.073760171,6.779189267,0.753655712,4.19004985,LOSS 4,89,37
URBAN 4-LANE DIVIDED,24,019-01,019-01_010,3.587,4.479,0.89175715,11829,"[""US 61""]","[""61""]","[""EAST BATON ROUGE""]",1,0,7,18,76,102,26,8,20.4,22.87618327,35.97061144,8.067355879,12.94250138,22.50424879,1.884720892,14.43689292,LOSS 4,118,5.2,5.831183972,11.83855614,2.655107646,4.177554791,5.552009746,0.772857973,2.8969021,LOSS 4,112,38
URBAN 4-LANE DIVIDED,24,265-01,265-01_010,3.413,5.102,1.68932021,13250,"[""LA 44""]","[""61""]","[""ASCENSION""]",0,2,6,40,133,181,48,8,36.2,21.42873789,78.14986731,9.252226647,14.84339577,21.16122008,2.161534103,11.90899343,LOSS 4,134,9.6,5.682759221,25.22137895,2.985979662,4.698149871,5.469908132,0.869169351,2.48392847,LOSS 4,120,39
URBAN 4-LANE DIVIDED,24,025-08,025-08_010,14.083,15.476,1.3936157,10042,"[""LA 3094""]","[""04""]","[""CADDO""]",1,1,6,23,73,104,31,8,20.8,14.92520499,46.12346864,6.619252157,10.61930098,14.67234636,1.546410374,8.053094206,LOSS 4,152,6.2,4.44885918,15.61539397,2.240989962,3.525980713,4.222602006,0.652315156,1.981612045,LOSS 4,132,40
URBAN 4-LANE DIVIDED,24,414-03,414-03_010,6.506,6.943,0.43694018,7798,"[""LA 30""]","[""61""]","[""ASCENSION""]",0,0,7,33,236,276,40,7,55.2,126.3330829,10.65410134,4.876686478,7.823693713,121.3683715,1.139306735,116.491685,LOSS 4,8,8,18.30914246,3.767894588,1.724672969,2.71360592,16.16654592,0.50202381,14.44187295,LOSS 4,19,41
URBAN 4-LANE DIVIDED,24,249-01,249-01_010,0.281,1.666,1.38457818,24762,"[""LA 45""]","[""02""]","[""JEFFERSON""]",0,0,7,102,405,514,109,7,102.8,74.24643945,136.325767,19.6920288,31.59202516,73.67666413,4.600513307,53.98463533,LOSS 4,35,21.8,15.74486751,39.48397742,5.703394433,8.97373889,15.31371767,1.660163899,9.610323242,LOSS 4,36,42
URBAN 4-LANE DIVIDED,24,258-01,258-01_010,0.373,2.033,1.66022762,17000,"[""HIGHLAND RD""]","[""61""]","[""EAST BATON ROUGE""]",0,0,7,96,428,531,103,7,106.2,63.96713241,103.7831258,12.50227674,20.05746819,63.12557214,2.920820962,50.6232954,LOSS 4,40,20.6,12.40793717,32.08164509,3.864728511,6.080776097,11.87743877,1.124958624,8.012710255,LOSS 4,44,43
URBAN 4-LANE DIVIDED,24,832-13,832-13_010,2.661,3.568,0.90689922,9063,"[""LA 1026""]","[""62""]","[""LIVINGSTON""]",0,0,7,42,143,192,49,7,38.4,42.34208074,26.51694164,5.847825437,9.381697042,41.08955479,1.366187253,35.24172935,LOSS 4,56,9.8,10.80605186,9.13781286,2.015177135,3.170686096,9.815609744,0.586584773,7.800432609,LOSS 4,48,44
URBAN 4-LANE DIVIDED,24,861-22,861-22_010,0.264,0.395,0.13072443,23592,"[""LA 415""]","[""61""]","[""WEST BATON ROUGE""]",1,1,4,13,42,61,19,6,12.2,93.32609062,12.14019292,18.57371712,29.79791187,92.49887758,4.339249838,73.92516046,LOSS 4,22,3.8,29.06878232,3.545790517,5.424832247,8.535448264,28.00380233,1.579079049,22.57897008,LOSS 4,7,45
URBAN 4-LANE DIVIDED,24,007-04,007-04_010,2.688,2.904,0.21614755,21142,"[""US 61""]","[""62""]","[""ST. JOHN THE BAPTIST""]",0,0,6,13,59,78,19,6,15.6,72.17292077,17.58324535,16.26966889,26.1015152,71.46779026,3.80097089,55.19812137,LOSS 4,34,3.8,17.58058326,5.234047769,4.843032243,7.620042292,16.94138929,1.409726679,12.09835705,LOSS 4,25,46
URBAN 4-LANE DIVIDED,24,007-90,007-90_010,1.56,1.838,0.278334,40706,"[""US 61""]","[""61""]","[""EAST BATON ROUGE""]",0,4,2,23,91,120,29,6,24,86.22733838,49.9542423,35.89517795,57.5868224,85.93758666,8.385943649,50.04240871,LOSS 4,42,5.8,20.83827344,13.27069369,9.53580496,15.00366577,20.54292149,2.775715292,11.00711653,LOSS 4,33,47
URBAN 4-LANE DIVIDED,24,836-15,836-15_010,0,0.824,0.82395605,423,"[""LA 1264""]","[""02""]","[""ORLEANS""]",0,2,4,6,8,20,12,6,4,4.854627865,0.594365993,0.144271286,0.231455181,2.074269104,0.033705109,1.929997818,LOSS 4,196,2.4,2.912776719,0.347196387,0.084275463,0.13259928,0.785068261,0.024531195,0.700792798,LOSS 4,164,48
URBAN 4-LANE DIVIDED,24,031-05,031-05_010,6.102,6.458,0.3559881,18384,"[""LA 1256""]","[""07""]","[""CALCASIEU""]",0,0,5,23,85,113,28,5,22.6,63.48526819,24.45988814,13.74196955,22.04631387,62.74414517,3.21044187,49.00217562,LOSS 4,43,5.6,15.73086291,7.459388883,4.190807998,6.593830596,15.06682086,1.219874976,10.87601286,LOSS 4,34,49
URBAN 4-LANE DIVIDED,24,826-03,826-03_010,2.533,3.116,0.58370307,57034,"[""LA 3152""]","[""02""]","[""JEFFERSON""]",0,0,5,62,225,292,67,5,58.4,100.05087,157.4360208,53.94387278,86.54243824,99.87390863,12.60253614,45.93003585,LOSS 4,46,13.4,22.95687772,39.43056861,13.51048868,21.25744575,22.78129963,3.932680061,9.270810949,LOSS 4,40,50
URBAN 4-LANE DIVIDED,24,008-30,008-30_010,1.46,2.128,0.66855902,21904,"[""US 71""]","[""08""]","[""RAPIDES""]",0,0,5,26,219,250,31,5,50,74.78771283,56.76273978,16.98062193,27.24210088,74.08872747,3.96706596,57.10810554,LOSS 4,31,6.2,9.273676391,16.79338218,5.023754575,7.904391382,9.067707644,1.462331964,4.043953069,LOSS 4,93,51
URBAN 4-LANE DIVIDED,24,034-05,034-05_010,12.657,13.017,0.35987404,14488,"[""LA 6""]","[""08""]","[""NATCHITOCHES""]",0,2,3,5,21,31,10,5,6.2,17.2282502,18.54502851,10.30639971,16.53461115,17.09142428,2.407813309,6.785024567,LOSS 4,165,2,5.557500063,5.893379138,3.275245493,5.153281647,5.392122918,0.953369856,2.116877425,LOSS 4,128,52
URBAN 4-LANE FREEWAY,25,023-01,023-01_010,1.833,5.155,3.32279728,28745,"[""US 167""]","[""08""]","[""RAPIDES""]",4,5,36,61,225,331,106,45,66.2,19.92297285,103.8085969,6.248265432,8.178630432,17.60193025,4.131430401,11.35366482,LOSS 4,4,21.2,6.380166532,34.62316369,2.083976889,2.702379811,4.655780343,1.408618081,2.571803454,LOSS 4,1,1
URBAN 4-LANE FREEWAY,25,424-05,424-05_010,32.096,40.346,8.24961753,15007,"[""US 90""]","[""03""]","[""ST. MARY""]",4,2,31,90,248,375,127,37,75,9.091330565,208.9310154,5.065229136,6.630102003,8.280507649,3.349192167,3.215278513,LOSS 4,13,25.4,3.078930618,68.49645829,1.660597186,2.15336568,2.430825995,1.122443936,0.770228808,LOSS 4,5,2
URBAN 6-LANE,33,817-40,817-40_010,2.9,2.986,0.08579501,26765,"[""LA 3246""]","[""61""]","[""EAST BATON ROUGE""]",0,1,5,31,99,136,37,6,27.2,317.0347553,17.20053716,40.09682419,56.41762369,312.4644824,21.54830318,272.3676582,LOSS 4,2,7.4,86.25210254,5.157727669,12.02337448,16.71815932,81.92662309,6.722021318,69.90324861,LOSS 4,2,1
URBAN 2-LANE CONT TURN,37,013-12,013-12_010,18.205,21.242,3.03755084,15931,"[""US 190""]","[""62""]","[""ST. TAMMANY""]",3,2,41,172,418,636,218,46,127.2,41.87584232,321.353529,21.15872595,30.59145111,41.36417828,10.26620582,20.20545233,LOSS 4,14,43.6,14.35366922,90.87487983,5.983431035,8.775920117,13.73759628,2.728968155,7.754165243,LOSS 4,9,1
URBAN 2-LANE CONT TURN,37,810-06,810-06_010,0,1.774,1.77437131,26620,"[""LA 1138-2""]","[""07""]","[""CALCASIEU""]",1,1,32,140,487,661,174,34,132.2,74.50526237,299.3751583,33.74436417,48.78786506,73.8681638,16.37275272,40.12379963,LOSS 4,7,34.8,19.61258041,91.45797764,10.30877552,15.11991865,19.20245041,4.701703748,8.893674888,LOSS 4,8,2
URBAN 2-LANE CONT TURN,37,414-03,414-03_010,6.943,7.415,0.47173394,7798,"[""LA 30""]","[""61""]","[""ASCENSION""]",0,2,12,26,162,202,40,14,40.4,85.64149529,26.06058003,11.04884674,15.97450884,82.19149672,5.360896255,71.14264997,LOSS 4,4,8,16.95871194,6.619432179,2.806426088,4.116195377,14.90868243,1.279975883,12.10225634,LOSS 4,5,3
URBAN 2-LANE CONT TURN,37,828-15,828-15_010,2.347,3.801,1.45420749,8094,"[""LA 93""]","[""03""]","[""LAFAYETTE""]",0,2,12,24,64,102,38,14,20.4,14.02825947,83.10563008,11.42967983,16.52512029,13.91189736,5.545676325,2.482217533,LOSS 3,34,7.6,5.226214314,21.22742986,2.919449942,4.281967876,4.903192628,1.331524652,1.983742686,LOSS 4,26,4
URBAN 2-LANE CONT TURN,37,414-03,414-03_010,7.764,8.35,0.58578007,7798,"[""LA 30""]","[""61""]","[""ASCENSION""]",0,3,8,50,186,247,61,11,49.4,84.3319917,32.36097109,11.04884674,15.97450884,80.94255922,5.360896255,69.89371248,LOSS 4,5,12.2,20.82692912,8.219742351,2.806426088,4.116195377,18.21656897,1.279975883,15.41014289,LOSS 4,3,5
